ID,Name,Offer Name,MINIMUM NIGHTS,MAXIMUM NIGHTS,VALID FROM,VALID TO,SINGLE BED,DOUBLE BED,Package,Offer type,Drinks,BB price,LAST MODIFICATION,MODIFIED BY,Priority,OFFER ON AGE,ACTIVE ?,Offer description,,Offer supplements,Offer tag
77,Villa al Parco,13.08 per 7 giorni al Villa al Parco,7,7,13/08/2023,20/08/2023,,695,- Sistemazione in Camera Standard con aria condizionata finestra o balcone - Pensione completa con bevande incluse ai pasti - Accesso alla piscina esterna a temperatura ambiente - Accesso alla piscina coperta a 28° - Terrazza solarium attrezzata con lett,Totale offerta,incluse,,13/05/2023 14:09,Alexander Cannava,,"Infant 0/2 anni: gratuito nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2/12 anni: gratuito paga quota pasti Euro 15,00 al giorno - 3°/4° letto dai 12 anni: gratuito paga quota pasti Euro 25,00 al giorno",Yes,Sistemazione in camera doppia standard - BEVANDE incluse ai pasti,,"Culla Euro 10,00 al giorno, da regolare in loco",- ALL INCLUSIVE - BEVANDE INCLUSE - PISCINE - SOLARIUM -
78,Villa al Parco,27.08 per 7 giorni al Villa al Parco,7,7,27/08/2023,3/9/2023,,395,- Sistemazione in Camera Standard con aria condizionata finestra o balcone - Pensione completa con bevande incluse ai pasti - Accesso alla piscina esterna a temperatura ambiente - Accesso alla piscina coperta a 28° - Terrazza solarium attrezzata con lett,Totale offerta,incluse,,13/05/2023 14:09,Alexander Cannava,,"Infant 0/2 anni: gratuito nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2/12 anni: gratuito paga quota pasti Euro 15,00 al giorno - 3°/4° letto dai 12 anni: gratuito paga quota pasti Euro 25,00 al giorno",Yes,Sistemazione in camera doppia standard - BEVANDE incluse ai pasti,,"Culla Euro 10,00 al giorno, da regolare in loco",- ALL INCLUSIVE - BEVANDE INCLUSE - PISCINE - SOLARIUM -
79,Villa al Parco,10.09 per 7 giorni al Villa al Parco,7,7,10/9/2023,17/09/2023,,275,- Sistemazione in Camera Standard con aria condizionata finestra o balcone - Pensione completa con bevande incluse ai pasti - Accesso alla piscina esterna a temperatura ambiente - Accesso alla piscina coperta a 28° - Terrazza solarium attrezzata con lett,Totale offerta,incluse,,13/05/2023 14:09,Alexander Cannava,,"Infant 0/2 anni: gratuito nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2/12 anni: gratuito paga quota pasti Euro 15,00 al giorno - 3°/4° letto dai 12 anni: gratuito paga quota pasti Euro 25,00 al giorno",Yes,Sistemazione in camera doppia standard - BEVANDE incluse ai pasti,,"Culla Euro 10,00 al giorno, da regolare in loco",- ALL INCLUSIVE - BEVANDE INCLUSE - PISCINE - SOLARIUM -
80,Villa al Parco,24.09 per 7 giorni al Villa al Parco,7,7,24/09/2023,1/10/2023,,275,- Sistemazione in Camera Standard con aria condizionata finestra o balcone - Pensione completa con bevande incluse ai pasti - Accesso alla piscina esterna a temperatura ambiente - Accesso alla piscina coperta a 28° - Terrazza solarium attrezzata con lett,Totale offerta,incluse,,13/05/2023 14:10,Alexander Cannava,,"Infant 0/2 anni: gratuito nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2/12 anni: gratuito paga quota pasti Euro 15,00 al giorno - 3°/4° letto dai 12 anni: gratuito paga quota pasti Euro 25,00 al giorno",Yes,Sistemazione in camera doppia standard - BEVANDE incluse ai pasti,,"Culla Euro 10,00 al giorno, da regolare in loco",- ALL INCLUSIVE - BEVANDE INCLUSE - PISCINE - SOLARIUM -
81,Villa al Parco,01.06 per 3 giorni al Villa al Parco,3,3,1/6/2023,4/6/2023,,195,- Sistemazione in Camera Standard con aria condizionata finestra o balcone - Pensione completa con bevande incluse ai pasti - Accesso alla piscina esterna a temperatura ambiente - Accesso alla piscina coperta a 28° - Terrazza solarium attrezzata con lett,Totale offerta,incluse,,13/05/2023 14:10,Alexander Cannava,,"Infant 0/2 anni: gratuito nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2/12 anni: gratuito paga quota pasti Euro 15,00 al giorno - 3°/4° letto dai 12 anni: gratuito paga quota pasti Euro 25,00 al giorno",Yes,Sistemazione in camera doppia standard - BEVANDE incluse ai pasti,,"Culla Euro 10,00 al giorno, da regolare in loco",- ALL INCLUSIVE - BEVANDE INCLUSE - PISCINE - SOLARIUM -
82,Villa al Parco,08.06 per 3 giorni al Villa al Parco,3,3,8/6/2023,11/6/2023,,145,- Sistemazione in Camera Standard con aria condizionata finestra o balcone - Pensione completa con bevande incluse ai pasti - Accesso alla piscina esterna a temperatura ambiente - Accesso alla piscina coperta a 28° - Terrazza solarium attrezzata con lett,Totale offerta,incluse,,13/05/2023 14:11,Alexander Cannava,,"Infant 0/2 anni: gratuito nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2/12 anni: gratuito paga quota pasti Euro 15,00 al giorno - 3°/4° letto dai 12 anni: gratuito paga quota pasti Euro 25,00 al giorno",Yes,Sistemazione in camera doppia standard - BEVANDE incluse ai pasti,,"Culla Euro 10,00 al giorno, da regolare in loco",- ALL INCLUSIVE - BEVANDE INCLUSE - PISCINE - SOLARIUM -
83,Villa al Parco,22.06 per 3 giorni al Villa al Parco,3,3,22/06/2023,25/06/2023,,165,- Sistemazione in Camera Standard con aria condizionata finestra o balcone - Pensione completa con bevande incluse ai pasti - Accesso alla piscina esterna a temperatura ambiente - Accesso alla piscina coperta a 28° - Terrazza solarium attrezzata con lett,Totale offerta,incluse,,13/05/2023 14:11,Alexander Cannava,,"Infant 0/2 anni: gratuito nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2/12 anni: gratuito paga quota pasti Euro 15,00 al giorno - 3°/4° letto dai 12 anni: gratuito paga quota pasti Euro 25,00 al giorno",Yes,Sistemazione in camera doppia standard - BEVANDE incluse ai pasti,,"Culla Euro 10,00 al giorno, da regolare in loco",- ALL INCLUSIVE - BEVANDE INCLUSE - PISCINE - SOLARIUM -
84,Villa al Parco,06.07 per 3 giorni al Villa al Parco,3,3,6/7/2023,9/7/2023,,195,- Sistemazione in Camera Standard con aria condizionata finestra o balcone - Pensione completa con bevande incluse ai pasti - Accesso alla piscina esterna a temperatura ambiente - Accesso alla piscina coperta a 28° - Terrazza solarium attrezzata con lett,Totale offerta,incluse,,13/05/2023 14:11,Alexander Cannava,,"Infant 0/2 anni: gratuito nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2/12 anni: gratuito paga quota pasti Euro 15,00 al giorno - 3°/4° letto dai 12 anni: gratuito paga quota pasti Euro 25,00 al giorno",Yes,Sistemazione in camera doppia standard - BEVANDE incluse ai pasti,,"Culla Euro 10,00 al giorno, da regolare in loco",- ALL INCLUSIVE - BEVANDE INCLUSE - PISCINE - SOLARIUM -
85,Villa al Parco,20.07 per 3 giorni al Villa al Parco,3,3,20/07/2023,23/07/2023,,205,- Sistemazione in Camera Standard con aria condizionata finestra o balcone - Pensione completa con bevande incluse ai pasti - Accesso alla piscina esterna a temperatura ambiente - Accesso alla piscina coperta a 28° - Terrazza solarium attrezzata con lett,Totale offerta,incluse,,13/05/2023 14:12,Alexander Cannava,,"Infant 0/2 anni: gratuito nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2/12 anni: gratuito paga quota pasti Euro 15,00 al giorno - 3°/4° letto dai 12 anni: gratuito paga quota pasti Euro 25,00 al giorno",Yes,Sistemazione in camera doppia standard - BEVANDE incluse ai pasti,,"Culla Euro 10,00 al giorno, da regolare in loco",- ALL INCLUSIVE - BEVANDE INCLUSE - PISCINE - SOLARIUM -
86,Villa al Parco,03.08 per 3 giorni al Villa al Parco,3,3,3/8/2023,6/8/2023,,225,- Sistemazione in Camera Standard con aria condizionata finestra o balcone - Pensione completa con bevande incluse ai pasti - Accesso alla piscina esterna a temperatura ambiente - Accesso alla piscina coperta a 28° - Terrazza solarium attrezzata con lett,Totale offerta,incluse,,13/05/2023 14:12,Alexander Cannava,,"Infant 0/2 anni: gratuito nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2/12 anni: gratuito paga quota pasti Euro 15,00 al giorno - 3°/4° letto dai 12 anni: gratuito paga quota pasti Euro 25,00 al giorno",Yes,Sistemazione in camera doppia standard - BEVANDE incluse ai pasti,,"Culla Euro 10,00 al giorno, da regolare in loco",- ALL INCLUSIVE - BEVANDE INCLUSE - PISCINE - SOLARIUM -
87,Villa al Parco,18.06 per 4 giorni al Villa al Parco,4,4,18/06/2023,22/06/2023,,165,- Sistemazione in Camera Standard con aria condizionata finestra o balcone - Pensione completa con bevande incluse ai pasti - Accesso alla piscina esterna a temperatura ambiente - Accesso alla piscina coperta a 28° - Terrazza solarium attrezzata con lett,Totale offerta,incluse,,13/05/2023 14:13,Alexander Cannava,,"Infant 0/2 anni: gratuito nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2/12 anni: gratuito paga quota pasti Euro 15,00 al giorno - 3°/4° letto dai 12 anni: gratuito paga quota pasti Euro 25,00 al giorno",Yes,Sistemazione in camera doppia standard - BEVANDE incluse ai pasti,,"Culla Euro 10,00 al giorno, da regolare in loco",- ALL INCLUSIVE - BEVANDE INCLUSE - PISCINE - SOLARIUM -
88,Villa al Parco,25.06 per 4 giorni al Villa al Parco,4,4,25/06/2023,29/06/2023,,185,- Sistemazione in Camera Standard con aria condizionata finestra o balcone - Pensione completa con bevande incluse ai pasti - Accesso alla piscina esterna a temperatura ambiente - Accesso alla piscina coperta a 28° - Terrazza solarium attrezzata con lett,Totale offerta,incluse,,13/05/2023 14:13,Alexander Cannava,,"Infant 0/2 anni: gratuito nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2/12 anni: gratuito paga quota pasti Euro 15,00 al giorno - 3°/4° letto dai 12 anni: gratuito paga quota pasti Euro 25,00 al giorno",Yes,Sistemazione in camera doppia standard - BEVANDE incluse ai pasti,,"Culla Euro 10,00 al giorno, da regolare in loco",- ALL INCLUSIVE - BEVANDE INCLUSE - PISCINE - SOLARIUM -
89,Villa al Parco,09.07 per 4 giorni al Villa al Parco,4,4,9/7/2023,13/07/2023,,195,- Sistemazione in Camera Standard con aria condizionata finestra o balcone - Pensione completa con bevande incluse ai pasti - Accesso alla piscina esterna a temperatura ambiente - Accesso alla piscina coperta a 28° - Terrazza solarium attrezzata con lett,Totale offerta,incluse,,13/05/2023 14:13,Alexander Cannava,,"Infant 0/2 anni: gratuito nel letto con i genitori pasti da regolare in loco - 3°/4° letto 2/12 anni: gratuito paga quota pasti Euro 15,00 al giorno - 3°/4° letto dai 12 anni: gratuito paga quota pasti Euro 25,00 al giorno",Yes,Sistemazione in camera doppia standard - BEVANDE incluse ai pasti,,"Culla Euro 10,00 al giorno, da regolare in loco",- ALL INCLUSIVE - BEVANDE INCLUSE - PISCINE - SOLARIUM -
90,Carlo Magno,28.05 per 3 giorni al Carlo Magno,3,3,28/05/2023,1/6/2023,195,,"- SERVIZIO SPIAGGIA CON 2 LETTINI + OMBRELLONE - Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'es",,non incluse,,13/05/2023 14:16,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",- SPIAGGIA GRATIS - PISCINE INCLUSE - FORIO - 
91,Carlo Magno,01.06 per 3 giorni al Carlo Magno,3,3,1/6/2023,4/6/2023,225,,"- SERVIZIO SPIAGGIA CON 2 LETTINI + OMBRELLONE - Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'es",,non incluse,,13/05/2023 14:16,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",- SPIAGGIA GRATIS - PISCINE INCLUSE - FORIO - 
92,Carlo Magno,28.05 per 7 giorni al Carlo Magno  con Spiaggia,7,7,28/05/2023,4/6/2023,455,,"- SERVIZIO SPIAGGIA CON 2 LETTINI + OMBRELLONE - Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'es",,non incluse,,13/05/2023 15:10,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",- SPIAGGIA GRATIS - PISCINE INCLUSE - FORIO - 
94,Carlo Magno,11.06 per 7 giorni al Carlo Magno con Spiaggia,7,7,11/6/2023,18/06/2023,455,,"- SERVIZIO SPIAGGIA CON 2 LETTINI + OMBRELLONE - Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'es",,non incluse,,13/05/2023 15:11,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",- SPIAGGIA GRATIS - PISCINE INCLUSE - FORIO - 
95,Carlo Magno,04.06 per 7 giorni al Carlo Magno con Spiaggia,7,7,4/6/2023,11/6/2023,455,,"- SERVIZIO SPIAGGIA CON 2 LETTINI + OMBRELLONE - Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'es",,non incluse,,13/05/2023 15:10,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",- SPIAGGIA GRATIS - PISCINE INCLUSE - FORIO - 
96,Carlo Magno,25.06 per 7 giorni al Carlo Magno con Spiaggia,7,7,25/06/2023,2/7/2023,485,,"- SERVIZIO SPIAGGIA CON 2 LETTINI + OMBRELLONE - Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'es",,non incluse,,13/05/2023 15:10,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",- SPIAGGIA GRATIS - PISCINE INCLUSE - FORIO - 
97,Carlo Magno,09.07 per 7 giorni al Carlo Magno con Spiaggia,7,7,9/7/2023,16/07/2023,525,,"- SERVIZIO SPIAGGIA CON 2 LETTINI + OMBRELLONE - Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'es",,non incluse,,13/05/2023 15:10,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",- SPIAGGIA GRATIS - PISCINE INCLUSE - FORIO - 
98,Carlo Magno,16.07 per 7 giorni al Carlo Magno con Spiaggia,7,7,16/07/2023,23/07/2023,565,,"- SERVIZIO SPIAGGIA CON 2 LETTINI + OMBRELLONE - Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'es",,non incluse,,13/05/2023 15:09,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",- SPIAGGIA GRATIS - PISCINE INCLUSE - FORIO - 
99,Carlo Magno,06.08 per 7 giorni al Carlo Magno,7,7,6/8/2023,13/08/2023,595,,"- Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'estate - Piscina Panoramica 29° con idromassaggi",,non incluse,,13/05/2023 15:09,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",AGOSTO AD ISCHIA - PISCINE INCLUSE - FORIO D'ISCHIA
100,Carlo Magno,13.08 per 7 giorni al Carlo Magno,7,7,13/08/2023,20/08/2023,785,,"- Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'estate - Piscina Panoramica 29° con idromassaggi",,non incluse,,13/05/2023 15:31,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",FERRAGOSTO AD ISCHIA - PISCINE INCLUSE - FORIO D'ISCHIA
101,Carlo Magno,20.08 per 7 giorni al Carlo Magno,7,7,20/08/2023,27/08/2023,685,,"- Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'estate - Piscina Panoramica 29° con idromassaggi",,non incluse,,13/05/2023 15:31,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",FERRAGOSTO AD ISCHIA - PISCINE INCLUSE - FORIO D'ISCHIA
102,Carlo Magno,13.08 per 5 giorni al Carlo Magno,5,5,13/08/2023,20/08/2023,615,,"- Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'estate - Piscina Panoramica 29° con idromassaggi",,non incluse,,13/05/2023 15:32,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",FERRAGOSTO AD ISCHIA - PISCINE INCLUSE - FORIO D'ISCHIA
103,Carlo Magno,27.08 per 7 giorni al Carlo Magno,7,7,27/08/2023,3/9/2023,525,,"- Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'estate - Piscina Panoramica 29° con idromassaggi",,non incluse,,13/05/2023 15:32,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",FERRAGOSTO AD ISCHIA - PISCINE INCLUSE - FORIO D'ISCHIA
104,Carlo Magno,27.08 per 7 giorni al Carlo Magno,7,7,27/08/2023,3/9/2023,525,,"- Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'estate - Piscina Panoramica 29° con idromassaggi",,non incluse,,13/05/2023 15:32,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",FERRAGOSTO AD ISCHIA - PISCINE INCLUSE - FORIO D'ISCHIA
105,Carlo Magno con Spiaggia,03.09 per 7 giorni al Carlo Magno con Spiaggia,7,7,3/9/2023,10/9/2023,525,,"- SERVIZIO SPIAGGIA CON 2 LETTINI + OMBRELLONE - Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'es",,non incluse,,13/05/2023 15:33,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",- SPIAGGIA GRATIS - PISCINE INCLUSE - FORIO - 
106,Carlo Magno con Spiaggia,10.09 per 7 giorni al Carlo Magno con Spiaggia,7,7,10/9/2023,17/09/2023,485,,"- SERVIZIO SPIAGGIA CON 2 LETTINI + OMBRELLONE - Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'es",,non incluse,,13/05/2023 15:33,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",- SPIAGGIA GRATIS - PISCINE INCLUSE - FORIO - 
107,Carlo Magno con Spiaggia,10.09 per 7 giorni al Carlo Magno con Spiaggia,7,7,10/9/2023,17/09/2023,485,,"- SERVIZIO SPIAGGIA CON 2 LETTINI + OMBRELLONE - Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'es",,non incluse,,13/05/2023 15:33,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",- SPIAGGIA GRATIS - PISCINE INCLUSE - FORIO - 
108,Carlo Magno,24.09 per 7 giorni al Carlo Magno,7,7,24/09/2023,1/10/2023,455,,"- Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'estate - Piscina Panoramica 29° con idromassaggi",,non incluse,,13/05/2023 15:34,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",SETTEMBRE AD ISCHIA - PISCINE INCLUSE - FORIO D'ISCHIA
